drugbank_id,uniprot_id,protein_emb_path
DB01261,P27487,embeddings/P27487/4A5S_A.cif.pt
DB01262,P26358,embeddings/P26358/6X9J_A.cif.pt
DB01263,P10613,embeddings/P10613/5TZ1_A.cif.pt
DB01264,Q72874,embeddings/Q72874/5V4Y_A.cif.pt
DB01264,P03366,embeddings/P03366/4G1Q_A.cif.pt
DB01267,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01267,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01267,P21917,embeddings/P21917/5WIU_A.cif.pt
DB01267,P35462,embeddings/P35462/3PBL_A.cif.pt
DB01267,P28335,embeddings/P28335/6BQH_A.cif.pt
DB01268,P09619,embeddings/P09619/3MJG_X.cif.pt
DB01268,P17948,embeddings/P17948/3HNG_A.cif.pt
DB01268,P10721,embeddings/P10721/4HVS_A.cif.pt
DB01268,P35968,embeddings/P35968/2XIR_A.cif.pt
DB01268,P35916,embeddings/P35916/4BSJ_A.cif.pt
DB01268,P36888,embeddings/P36888/1RJB_A.cif.pt
DB01268,P07333,embeddings/P07333/8JOT_A.cif.pt
DB01268,P16234,embeddings/P16234/5GRN_A.cif.pt
DB01273,P43681,embeddings/P43681/5KXI_A.cif.pt
DB01274,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01275,Q16853,embeddings/Q16853/2C10_A.cif.pt
DB01278,P43220,embeddings/P43220/4ZGM_A.cif.pt
DB01278,P30988,embeddings/P30988/6PFO_A.cif.pt
DB01278,O60894,embeddings/O60894/6ZHO_A.cif.pt
DB01278,O60895,embeddings/O60895/4RWF_A.cif.pt
DB01278,O60896,embeddings/O60896/8F0K_E.cif.pt
DB01280,P09884,embeddings/P09884/4QCL_A.cif.pt
DB01280,P18858,embeddings/P18858/6P0C_A.cif.pt
DB01280,P49642,embeddings/P49642/6RB4_A.cif.pt
DB01280,P23921,embeddings/P23921/6L3R_A.cif.pt
DB01283,P35354,embeddings/P35354/5F19_A.cif.pt
DB01283,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB01284,Q01718,embeddings/Q01718/8GY7_R.cif.pt
DB01288,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01291,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01295,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01295,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB01296,P01584,embeddings/P01584/8RYS_A.cif.pt
DB01297,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB01298,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB01299,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB01303,Q14432,embeddings/Q14432/7LRC_B.cif.pt
DB01303,P27815,embeddings/P27815/2QYK_A.cif.pt
DB01303,P29274,embeddings/P29274/5NM4_A.cif.pt
DB01303,P30542,embeddings/P30542/5UEN_A.cif.pt
DB01303,Q92769,embeddings/Q92769/7KBG_A.cif.pt
DB01319,Q72874,embeddings/Q72874/5V4Y_A.cif.pt
DB01319,P03366,embeddings/P03366/4G1Q_A.cif.pt
DB01320,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB01324,P55017,embeddings/P55017/8FHQ_A.cif.pt
DB01325,P55011,embeddings/P55011/9C0H_A.cif.pt
DB01325,P55017,embeddings/P55017/8FHQ_A.cif.pt
DB01325,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB01325,P00918,embeddings/P00918/3K34_A.cif.pt
DB01327,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01327,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB01327,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01328,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01328,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01328,P24228,embeddings/P24228/2EX2_A.cif.pt
DB01328,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB01329,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01329,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01329,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB01329,Q07806,embeddings/Q07806/4OON_A.cif.pt
DB01329,P08506,embeddings/P08506/3ITA_A.cif.pt
DB01329,P0AEB2,embeddings/P0AEB2/3MZF_A.cif.pt
DB01329,P24228,embeddings/P24228/2EX2_A.cif.pt
DB01331,P08506,embeddings/P08506/3ITA_A.cif.pt
DB01331,P0AEB2,embeddings/P0AEB2/3MZF_A.cif.pt
DB01331,P24228,embeddings/P24228/2EX2_A.cif.pt
DB01331,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01331,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01331,Q8DR59,embeddings/Q8DR59/2C5W_B.cif.pt
DB01331,P0A3M6,embeddings/P0A3M6/2WAD_A.cif.pt
DB01332,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01336,Q15822,embeddings/Q15822/5FJV_A.cif.pt
DB01337,Q15822,embeddings/Q15822/5FJV_A.cif.pt
DB01338,Q15822,embeddings/Q15822/5FJV_A.cif.pt
DB01339,Q15822,embeddings/Q15822/5FJV_A.cif.pt
DB01340,P12821,embeddings/P12821/6H5W_A.cif.pt
DB01342,P30556,embeddings/P30556/6OS2_A.cif.pt
DB01346,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01346,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01346,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB01347,P30556,embeddings/P30556/6OS2_A.cif.pt
DB01348,P12821,embeddings/P12821/6H5W_A.cif.pt
DB01349,P30556,embeddings/P30556/6OS2_A.cif.pt
DB01351,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01351,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01351,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01351,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01351,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01352,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01352,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01352,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01352,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01352,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01353,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01353,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01353,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01353,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01353,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01354,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01354,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01354,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01354,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01354,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01355,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01355,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01355,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01355,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01355,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01357,P03372,embeddings/P03372/7NFB_A.cif.pt
DB01359,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB01359,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01359,P08908,embeddings/P08908/8PJK_R.cif.pt
DB01364,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01364,P35348,embeddings/P35348/8THK_R.cif.pt
DB01364,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB01364,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01365,P35348,embeddings/P35348/8THK_R.cif.pt
DB01365,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01366,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01367,P10415,embeddings/P10415/8HTS_A.cif.pt
DB01380,O95718,embeddings/O95718/6LIT_A.cif.pt
DB01380,P62508,embeddings/P62508/6I65_A.cif.pt
DB01380,P04150,embeddings/P04150/4UDD_A.cif.pt
DB01380,P11474,embeddings/P11474/3K6P_A.cif.pt
DB01384,P08185,embeddings/P08185/4C41_A.cif.pt
DB01384,P04150,embeddings/P04150/4UDD_A.cif.pt
DB01388,O43497,embeddings/O43497/6KZP_A.cif.pt
DB01388,O95180,embeddings/O95180/9AYL_A.cif.pt
DB01388,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB01388,Q01668,embeddings/Q01668/7UHG_A.cif.pt
DB01388,Q9P0X4,embeddings/Q9P0X4/7WLI_A.cif.pt
DB01388,Q13698,embeddings/Q13698/6B27_G.cif.pt
DB01388,Q02641,embeddings/Q02641/7VFS_D.cif.pt
DB01388,Q08289,embeddings/Q08289/8HMB_C.cif.pt
DB01388,P54284,embeddings/P54284/8WE6_C.cif.pt
DB01388,O00305,embeddings/O00305/2D46_A.cif.pt
DB01392,P08913,embeddings/P08913/6KUX_A.cif.pt
DB01392,P18089,embeddings/P18089/6K41_R.cif.pt
DB01392,P18825,embeddings/P18825/6KUW_A.cif.pt
DB01393,Q03181,embeddings/Q03181/5U3Q_A.cif.pt
DB01393,P37231,embeddings/P37231/9F7W_A.cif.pt
DB01393,Q07869,embeddings/Q07869/6KAX_A.cif.pt
DB01394,P07437,embeddings/P07437/7TTT_A.cif.pt
DB01395,P08235,embeddings/P08235/4PF3_A.cif.pt
DB01395,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01395,P06401,embeddings/P06401/1SQN_A.cif.pt
DB01396,P05023,embeddings/P05023/7E20_A.cif.pt
DB01396,P13637,embeddings/P13637/8D3V_A.cif.pt
DB01396,P05026,embeddings/P05026/8ZYJ_B.cif.pt
DB01397,P35354,embeddings/P35354/5F19_A.cif.pt
DB01397,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB01399,P35354,embeddings/P35354/5F19_A.cif.pt
DB01399,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB01400,P22303,embeddings/P22303/4M0E_A.cif.pt
DB01401,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB01401,P35354,embeddings/P35354/5F19_A.cif.pt
DB01403,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01405,P20831,embeddings/P20831/6Z1A_B.cif.pt
DB01405,P0A0K8,embeddings/P0A0K8/5CPH_A.cif.pt
DB01406,P03372,embeddings/P03372/7NFB_A.cif.pt
DB01406,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01406,P06401,embeddings/P06401/1SQN_A.cif.pt
DB01406,P30968,embeddings/P30968/7BR3_A.cif.pt
DB01407,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01408,P07550,embeddings/P07550/2RH1_A.cif.pt
DB01409,P20309,embeddings/P20309/8EA0_A.cif.pt
DB01410,P08185,embeddings/P08185/4C41_A.cif.pt
DB01410,P04150,embeddings/P04150/4UDD_A.cif.pt
DB01411,Q9Y271,embeddings/Q9Y271/6RZ5_A.cif.pt
DB01412,P30542,embeddings/P30542/5UEN_A.cif.pt
DB01412,P21589,embeddings/P21589/6TVE_P.cif.pt
DB01412,P29274,embeddings/P29274/5NM4_A.cif.pt
DB01413,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01413,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB01413,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01413,Q51504,embeddings/Q51504/3OC2_A.cif.pt
DB01414,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01415,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01415,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01415,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB01416,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB01418,Q9BQB6,embeddings/Q9BQB6/6WVH_A.cif.pt
DB01420,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01421,P08865,embeddings/P08865/3BCH_A.cif.pt
DB01422,P50579,embeddings/P50579/5D6E_A.cif.pt
DB01425,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01426,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB01427,P27815,embeddings/P27815/2QYK_A.cif.pt
DB01427,Q14432,embeddings/Q14432/7LRC_B.cif.pt
DB01429,P0DP24,embeddings/P0DP24/5NIN_A.cif.pt
DB01429,P0DP25,embeddings/P0DP25/6K67_B.cif.pt
DB01429,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB01430,P05023,embeddings/P05023/7E20_A.cif.pt
DB01431,P06401,embeddings/P06401/1SQN_A.cif.pt
DB01431,P48067,embeddings/P48067/6ZBV_A.cif.pt
DB01433,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01435,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB01436,P11473,embeddings/P11473/3B0T_A.cif.pt
DB01437,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01437,P10635,embeddings/P10635/3TBG_A.cif.pt
DB01437,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01438,P35498,embeddings/P35498/7DTD_A.cif.pt
DB01439,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01439,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01439,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01442,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01442,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB01442,P31645,embeddings/P31645/5I6X_A.cif.pt
DB01442,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB01442,Q05940,embeddings/Q05940/8JSW_A.cif.pt
DB01442,P54219,embeddings/P54219/8TGN_A.cif.pt
DB01442,P21397,embeddings/P21397/2Z5Y_A.cif.pt
DB01444,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01444,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01445,P28221,embeddings/P28221/7E32_R.cif.pt
DB01445,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01445,P50406,embeddings/P50406/7YS6_A.cif.pt
DB01445,P34969,embeddings/P34969/7XTC_R.cif.pt
DB01445,P47898,embeddings/P47898/7UM4_A.cif.pt
DB01452,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01454,Q05940,embeddings/Q05940/8JSW_A.cif.pt
DB01454,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB01454,P31645,embeddings/P31645/5I6X_A.cif.pt
DB01454,P28335,embeddings/P28335/6BQH_A.cif.pt
DB01454,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01454,P41595,embeddings/P41595/4IB4_A.cif.pt
DB01460,P50406,embeddings/P50406/7YS6_A.cif.pt
DB01462,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01462,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01462,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01463,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB01463,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01465,P28221,embeddings/P28221/7E32_R.cif.pt
DB01465,P08908,embeddings/P08908/8PJK_R.cif.pt
DB01465,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01466,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01467,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01472,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB01472,P31645,embeddings/P31645/5I6X_A.cif.pt
DB01472,Q05940,embeddings/Q05940/8JSW_A.cif.pt
DB01472,P35348,embeddings/P35348/8THK_R.cif.pt
DB01472,P08913,embeddings/P08913/6KUX_A.cif.pt
DB01472,P21397,embeddings/P21397/2Z5Y_A.cif.pt
DB01481,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01483,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01483,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01483,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01483,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01483,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01484,P28221,embeddings/P28221/7E32_R.cif.pt
DB01484,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01484,P08908,embeddings/P08908/8PJK_R.cif.pt
DB01488,P50406,embeddings/P50406/7YS6_A.cif.pt
DB01488,Q99720,embeddings/Q99720/5HK1_A.cif.pt
DB01488,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01489,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01489,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01493,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01496,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01496,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01496,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01496,P48169,embeddings/P48169/7QN5_A.cif.pt
DB01496,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01496,P36544,embeddings/P36544/5AFN_A.cif.pt
DB01496,P43681,embeddings/P43681/5KXI_A.cif.pt
DB01497,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01497,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01497,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01501,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01509,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB01509,P31645,embeddings/P31645/5I6X_A.cif.pt
DB01509,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB01511,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01511,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01520,Q8TCU5,embeddings/Q8TCU5/8UUE_B.cif.pt
DB01520,Q12879,embeddings/Q12879/7EU7_B.cif.pt
DB01520,Q14957,embeddings/Q14957/8E93_B.cif.pt
DB01520,Q13224,embeddings/Q13224/5EWM_B.cif.pt
DB01524,P03372,embeddings/P03372/7NFB_A.cif.pt
DB01524,Q92731,embeddings/Q92731/3OLL_A.cif.pt
DB01528,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01535,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01535,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01535,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01536,P11511,embeddings/P11511/3S79_A.cif.pt
DB01536,P14061,embeddings/P14061/1JTV_A.cif.pt
DB01536,P42330,embeddings/P42330/1S1P_A.cif.pt
DB01537,P28335,embeddings/P28335/6BQH_A.cif.pt
DB01541,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01544,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01544,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01545,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01545,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01548,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01548,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01548,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01549,Q8TCU5,embeddings/Q8TCU5/8UUE_B.cif.pt
DB01549,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01551,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01553,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01553,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01556,P31645,embeddings/P31645/5I6X_A.cif.pt
DB01558,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01558,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01559,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01559,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01561,P14061,embeddings/P14061/1JTV_A.cif.pt
DB01564,P10275,embeddings/P10275/8E1A_A.cif.pt
DB01565,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01565,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01565,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01567,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01567,P47869,embeddings/P47869/9CRV_E.cif.pt
DB01567,P34903,embeddings/P34903/9CTP_D.cif.pt
DB01567,P31644,embeddings/P31644/8BHG_A.cif.pt
DB01567,P18507,embeddings/P18507/9EQG_C.cif.pt
DB01567,P18505,embeddings/P18505/9CXB_C.cif.pt
DB01567,P47870,embeddings/P47870/6X3T_A.cif.pt
DB01567,P28472,embeddings/P28472/4COF_A.cif.pt
DB01567,O14764,embeddings/O14764/7QN5_E.cif.pt
DB01567,O00591,embeddings/O00591/8VSZ_A.cif.pt
DB01567,P24046,embeddings/P24046/8OQ7_A.cif.pt
DB01571,P35372,embeddings/P35372/8EFO_M.cif.pt
DB01571,P41143,embeddings/P41143/4N6H_A.cif.pt
DB01571,P41145,embeddings/P41145/4DJH_A.cif.pt
DB01576,Q05940,embeddings/Q05940/8JSW_A.cif.pt
DB01576,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB01576,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB01577,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01577,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB01577,P31645,embeddings/P31645/5I6X_A.cif.pt
DB01577,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB01577,Q05940,embeddings/Q05940/8JSW_A.cif.pt
DB01577,P54219,embeddings/P54219/8TGN_A.cif.pt
DB01577,Q96RJ0,embeddings/Q96RJ0/8W88_R.cif.pt
DB01577,P08913,embeddings/P08913/6KUX_A.cif.pt
DB01577,P18089,embeddings/P18089/6K41_R.cif.pt
DB01577,P18825,embeddings/P18825/6KUW_A.cif.pt
DB01577,P21397,embeddings/P21397/2Z5Y_A.cif.pt
DB01579,P35348,embeddings/P35348/8THK_R.cif.pt
DB01579,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB01580,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB01581,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB01582,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB01583,P10827,embeddings/P10827/3ILZ_A.cif.pt
DB01583,P10828,embeddings/P10828/6KKB_X.cif.pt
DB01586,P52895,embeddings/P52895/4XO6_A.cif.pt
DB01586,P53004,embeddings/P53004/2H63_A.cif.pt
DB01587,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01587,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01588,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01588,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01589,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01589,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01590,P42345,embeddings/P42345/5WBY_A.cif.pt
DB01591,P20309,embeddings/P20309/8EA0_A.cif.pt
DB01594,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01594,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01595,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01595,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01595,P14867,embeddings/P14867/6D1S_A.cif.pt
DB01597,P16444,embeddings/P16444/1ITU_A.cif.pt
DB01598,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB01598,P02919,embeddings/P02919/3VMA_A.cif.pt
DB01599,O95477,embeddings/O95477/7TBW_A.cif.pt
DB01600,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB01600,P35354,embeddings/P35354/5F19_A.cif.pt
DB01601,Q72874,embeddings/Q72874/5V4Y_A.cif.pt
DB01602,P0AEB2,embeddings/P0AEB2/3MZF_A.cif.pt
DB01603,P0A3M6,embeddings/P0A3M6/2WAD_A.cif.pt
DB01603,Q8DR59,embeddings/Q8DR59/2C5W_B.cif.pt
DB01606,P00807,embeddings/P00807/1GHP_A.cif.pt
DB01608,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB01608,P08913,embeddings/P08913/6KUX_A.cif.pt
DB01610,P04293,embeddings/P04293/7LUF_A.cif.pt
DB01611,Q9NYK1,embeddings/Q9NYK1/7CYN_A.cif.pt
DB01611,Q9NR96,embeddings/Q9NR96/8AR3_A.cif.pt
DB01613,P16066,embeddings/P16066/9BCL_A.cif.pt
DB01614,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01614,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB01614,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01614,P08908,embeddings/P08908/8PJK_R.cif.pt
DB01615,P35367,embeddings/P35367/3RZE_A.cif.pt
DB01616,P08908,embeddings/P08908/8PJK_R.cif.pt
DB01618,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01619,P35367,embeddings/P35367/3RZE_A.cif.pt
DB01620,Q9H3N8,embeddings/Q9H3N8/8YN9_R.cif.pt
DB01620,P35367,embeddings/P35367/3RZE_A.cif.pt
DB01621,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01621,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB01621,P28223,embeddings/P28223/7WC8_A.cif.pt
DB01621,P08908,embeddings/P08908/8PJK_R.cif.pt
DB01622,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01622,P35348,embeddings/P35348/8THK_R.cif.pt
DB01623,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01623,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB01624,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB01624,P21918,embeddings/P21918/8IRV_R.cif.pt
DB01624,P14416,embeddings/P14416/6CM4_A.cif.pt
DB01625,P20309,embeddings/P20309/8EA0_A.cif.pt
DB01628,P35354,embeddings/P35354/5F19_A.cif.pt
DB01630,P08253,embeddings/P08253/3AYU_A.cif.pt
DB01632,P20035,embeddings/P20035/7TUX_A.cif.pt
DB01643,P04183,embeddings/P04183/1W4R_A.cif.pt
DB01644,P00390,embeddings/P00390/3DK9_A.cif.pt
DB01645,Q92731,embeddings/Q92731/3OLL_A.cif.pt
DB01647,Q08499,embeddings/Q08499/1Y2K_A.cif.pt
DB01647,P27815,embeddings/P27815/2QYK_A.cif.pt
DB01647,Q07343,embeddings/Q07343/4KP6_A.cif.pt
DB01650,P00918,embeddings/P00918/3K34_A.cif.pt
DB01650,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB01656,P27815,embeddings/P27815/2QYK_A.cif.pt
DB01671,P00918,embeddings/P00918/3K34_A.cif.pt
DB01678,P12931,embeddings/P12931/1FMK_A.cif.pt
DB01683,P23946,embeddings/P23946/7H66_A.cif.pt
DB01684,P48147,embeddings/P48147/3DDU_A.cif.pt
DB01685,P47989,embeddings/P47989/2E1Q_A.cif.pt
DB01686,P35228,embeddings/P35228/3E7G_A.cif.pt
DB01686,P29474,embeddings/P29474/4D1P_A.cif.pt
DB01689,P15121,embeddings/P15121/1US0_A.cif.pt
DB01691,P9WGR1,embeddings/P9WGR1/4TRO_A.cif.pt
DB01698,P42330,embeddings/P42330/1S1P_A.cif.pt
DB01708,P11413,embeddings/P11413/6JYU_A.cif.pt
DB01734,P18031,embeddings/P18031/7MN9_A.cif.pt
DB01738,P05771,embeddings/P05771/2I0E_A.cif.pt
DB01742,P62937,embeddings/P62937/4N1M_A.cif.pt
DB01744,Q8NER1,embeddings/Q8NER1/6L93_A.cif.pt
DB01744,Q8NET8,embeddings/Q8NET8/8V6K_A.cif.pt
DB01744,O75762,embeddings/O75762/6V9V_A.cif.pt
DB01744,Q7Z2W7,embeddings/Q7Z2W7/8BDC_A.cif.pt
DB01748,P00918,embeddings/P00918/3K34_A.cif.pt
DB01758,P07101,embeddings/P07101/2XSN_A.cif.pt
DB01759,P14679,embeddings/P14679/7RK7_C.cif.pt
DB01764,P50870,embeddings/P50870/1MR7_A.cif.pt
