drugbank_id,uniprot_id,protein_emb_path
DB00724,Q9NR97,embeddings/Q9NR97/9MHW_A.cif.pt
DB00725,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00725,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00725,P08173,embeddings/P08173/5DSG_A.cif.pt
DB00725,P08912,embeddings/P08912/6OL9_A.cif.pt
DB00725,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00726,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00726,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00726,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB00726,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00726,P08908,embeddings/P08908/8PJK_R.cif.pt
DB00726,P35348,embeddings/P35348/8THK_R.cif.pt
DB00726,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00726,P18089,embeddings/P18089/6K41_R.cif.pt
DB00726,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00726,P28335,embeddings/P28335/6BQH_A.cif.pt
DB00726,P46098,embeddings/P46098/8AXD_A.cif.pt
DB00726,P28221,embeddings/P28221/7E32_R.cif.pt
DB00726,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00726,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB00726,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00726,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00726,P08909,embeddings/P08909/2MHO_B.cif.pt
DB00727,P00533,embeddings/P00533/8A27_A.cif.pt
DB00727,Q02108,embeddings/Q02108/4NI2_A.cif.pt
DB00727,Q02153,embeddings/Q02153/2WZ1_A.cif.pt
DB00727,P16066,embeddings/P16066/9BCL_A.cif.pt
DB00728,Q15822,embeddings/Q15822/5FJV_A.cif.pt
DB00728,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00728,P46098,embeddings/P46098/8AXD_A.cif.pt
DB00730,P00363,embeddings/P00363/6B58_A.cif.pt
DB00731,Q09428,embeddings/Q09428/7S5V_E.cif.pt
DB00731,P37231,embeddings/P37231/9F7W_A.cif.pt
DB00732,Q15822,embeddings/Q15822/5FJV_A.cif.pt
DB00733,P22303,embeddings/P22303/4M0E_A.cif.pt
DB00733,P06276,embeddings/P06276/6ZWI_A.cif.pt
DB00734,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00734,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00734,P18089,embeddings/P18089/6K41_R.cif.pt
DB00734,P35348,embeddings/P35348/8THK_R.cif.pt
DB00734,P18825,embeddings/P18825/6KUW_A.cif.pt
DB00734,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00734,P28335,embeddings/P28335/6BQH_A.cif.pt
DB00734,P28221,embeddings/P28221/7E32_R.cif.pt
DB00734,P08908,embeddings/P08908/8PJK_R.cif.pt
DB00734,P34969,embeddings/P34969/7XTC_R.cif.pt
DB00734,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB00735,Q14534,embeddings/Q14534/6C6N_A.cif.pt
DB00736,O94760,embeddings/O94760/7USZ_A.cif.pt
DB00737,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00737,Q14994,embeddings/Q14994/1XVP_B.cif.pt
DB00738,Q15661,embeddings/Q15661/2F9N_A.cif.pt
DB00739,Q8DR59,embeddings/Q8DR59/2C5W_B.cif.pt
DB00739,P0A3M6,embeddings/P0A3M6/2WAD_A.cif.pt
DB00740,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00740,Q9UPY5,embeddings/Q9UPY5/7EPZ_B.cif.pt
DB00741,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00741,P04083,embeddings/P04083/1AIN_A.cif.pt
DB00743,P02768,embeddings/P02768/6YG9_A.cif.pt
DB00744,P09917,embeddings/P09917/7TTK_A.cif.pt
DB00745,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB00746,P05067,embeddings/P05067/4PWQ_A.cif.pt
DB00747,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00747,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00747,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00747,P08173,embeddings/P08173/5DSG_A.cif.pt
DB00747,P08912,embeddings/P08912/6OL9_A.cif.pt
DB00747,P43681,embeddings/P43681/5KXI_A.cif.pt
DB00747,P17787,embeddings/P17787/5KXI_B.cif.pt
DB00747,P14410,embeddings/P14410/3LPP_A.cif.pt
DB00748,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00749,P35354,embeddings/P35354/5F19_A.cif.pt
DB00749,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00749,P19793,embeddings/P19793/7A77_A.cif.pt
DB00750,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00751,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00751,P25021,embeddings/P25021/8YN3_R.cif.pt
DB00751,P35348,embeddings/P35348/8THK_R.cif.pt
DB00751,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00751,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00751,P34969,embeddings/P34969/7XTC_R.cif.pt
DB00752,P21397,embeddings/P21397/2Z5Y_A.cif.pt
DB00753,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00753,P98194,embeddings/P98194/7YAG_A.cif.pt
DB00753,P23415,embeddings/P23415/4X5T_A.cif.pt
DB00753,P42261,embeddings/P42261/6X5Q_B.cif.pt
DB00753,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00753,P30049,embeddings/P30049/8H9S_H.cif.pt
DB00753,P43681,embeddings/P43681/5KXI_A.cif.pt
DB00753,P17787,embeddings/P17787/5KXI_B.cif.pt
DB00754,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00754,O75469,embeddings/O75469/9FZJ_A.cif.pt
DB00755,P10276,embeddings/P10276/9GFE_A.cif.pt
DB00755,P10826,embeddings/P10826/4DM6_A.cif.pt
DB00755,P13631,embeddings/P13631/1FCY_A.cif.pt
DB00755,P28702,embeddings/P28702/7A78_A.cif.pt
DB00755,P48443,embeddings/P48443/7A79_A.cif.pt
DB00755,P19793,embeddings/P19793/7A77_A.cif.pt
DB00755,P31025,embeddings/P31025/1XKI_A.cif.pt
DB00755,Q9NY56,embeddings/Q9NY56/4RUN_A.cif.pt
DB00755,P02753,embeddings/P02753/5NU2_A.cif.pt
DB00755,Q16654,embeddings/Q16654/2E0A_A.cif.pt
DB00756,P06149,embeddings/P06149/1F0X_A.cif.pt
DB00756,O14521,embeddings/O14521/8GS8_D.cif.pt
DB00756,P00367,embeddings/P00367/1L1F_A.cif.pt
DB00756,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00757,P46098,embeddings/P46098/8AXD_A.cif.pt
DB00758,Q9H244,embeddings/Q9H244/4PXZ_A.cif.pt
DB00759,P04156,embeddings/P04156/4KML_A.cif.pt
DB00759,Q9UM07,embeddings/Q9UM07/2DEW_X.cif.pt
DB00760,P24228,embeddings/P24228/2EX2_A.cif.pt
DB00762,P11387,embeddings/P11387/1K4T_A.cif.pt
DB00764,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00764,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00765,P07101,embeddings/P07101/2XSN_A.cif.pt
DB00766,P00807,embeddings/P00807/1GHP_A.cif.pt
DB00767,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00767,P08173,embeddings/P08173/5DSG_A.cif.pt
DB00767,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00767,P08912,embeddings/P08912/6OL9_A.cif.pt
DB00767,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00767,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00768,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00768,P25021,embeddings/P25021/8YN3_R.cif.pt
DB00768,Q9Y5N1,embeddings/Q9Y5N1/7F61_A.cif.pt
DB00768,P23297,embeddings/P23297/5K89_A.cif.pt
DB00768,P80511,embeddings/P80511/2WCB_A.cif.pt
DB00768,P04271,embeddings/P04271/5D7F_A.cif.pt
DB00768,Q99584,embeddings/Q99584/2EGD_A.cif.pt
DB00768,P29034,embeddings/P29034/4DUQ_A.cif.pt
DB00769,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00770,P21731,embeddings/P21731/8XJN_R.cif.pt
DB00770,P43116,embeddings/P43116/7CX2_R.cif.pt
DB00770,P43115,embeddings/P43115/6M9T_A.cif.pt
DB00770,P35408,embeddings/P35408/5YWY_A.cif.pt
DB00771,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00772,P06276,embeddings/P06276/6ZWI_A.cif.pt
DB00772,P22303,embeddings/P22303/4M0E_A.cif.pt
DB00773,P11388,embeddings/P11388/1ZXM_A.cif.pt
DB00774,P43166,embeddings/P43166/8Q3U_A.cif.pt
DB00774,Q16790,embeddings/Q16790/6RQQ_A.cif.pt
DB00774,P05023,embeddings/P05023/7E20_A.cif.pt
DB00774,Q12791,embeddings/Q12791/6V5A_A.cif.pt
DB00774,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB00774,P00918,embeddings/P00918/3K34_A.cif.pt
DB00774,P22748,embeddings/P22748/3FW3_A.cif.pt
DB00774,O43570,embeddings/O43570/5MSA_A.cif.pt
DB00775,P08514,embeddings/P08514/7UDH_A.cif.pt
DB00775,P05106,embeddings/P05106/7UDH_B.cif.pt
DB00776,P35498,embeddings/P35498/7DTD_A.cif.pt
DB00777,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00777,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00777,P35348,embeddings/P35348/8THK_R.cif.pt
DB00777,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00777,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00777,P28335,embeddings/P28335/6BQH_A.cif.pt
DB00778,P08183,embeddings/P08183/8Y6H_A.cif.pt
DB00779,Q02880,embeddings/Q02880/7QFO_A.cif.pt
DB00779,P11388,embeddings/P11388/1ZXM_A.cif.pt
DB00780,P21397,embeddings/P21397/2Z5Y_A.cif.pt
DB00780,Q16853,embeddings/Q16853/2C10_A.cif.pt
DB00780,Q8TD30,embeddings/Q8TD30/3IHJ_A.cif.pt
DB00782,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00783,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00783,Q92731,embeddings/Q92731/3OLL_A.cif.pt
DB00783,O75469,embeddings/O75469/9FZJ_A.cif.pt
DB00783,P43681,embeddings/P43681/5KXI_A.cif.pt
DB00783,Q99527,embeddings/Q99527/8XOF_R.cif.pt
DB00783,P00846,embeddings/P00846/8H9S_N.cif.pt
DB00783,Q14457,embeddings/Q14457/5HHE_A.cif.pt
DB00784,P35354,embeddings/P35354/5F19_A.cif.pt
DB00784,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00786,P03956,embeddings/P03956/1HFC_A.cif.pt
DB00786,P08253,embeddings/P08253/3AYU_A.cif.pt
DB00786,P08254,embeddings/P08254/1HY7_A.cif.pt
DB00786,P09237,embeddings/P09237/8JUG_A.cif.pt
DB00786,P22894,embeddings/P22894/1I76_A.cif.pt
DB00786,P14780,embeddings/P14780/4XCT_A.cif.pt
DB00786,P09238,embeddings/P09238/3V96_B.cif.pt
DB00786,P39900,embeddings/P39900/1Y93_A.cif.pt
DB00786,P45452,embeddings/P45452/5B5O_A.cif.pt
DB00786,P50281,embeddings/P50281/3C7X_A.cif.pt
DB00786,P51512,embeddings/P51512/1RM8_A.cif.pt
DB00786,O60882,embeddings/O60882/2JSD_A.cif.pt
DB00787,P04293,embeddings/P04293/7LUF_A.cif.pt
DB00788,P16233,embeddings/P16233/1GPL_A.cif.pt
DB00788,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00788,P35354,embeddings/P35354/5F19_A.cif.pt
DB00788,Q51911,embeddings/Q51911/2J5Y_A.cif.pt
DB00789,P52209,embeddings/P52209/4GWG_A.cif.pt
DB00790,P12821,embeddings/P12821/6H5W_A.cif.pt
DB00792,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00794,P47869,embeddings/P47869/9CRV_E.cif.pt
DB00794,P34903,embeddings/P34903/9CTP_D.cif.pt
DB00794,P48169,embeddings/P48169/7QN5_A.cif.pt
DB00794,P31644,embeddings/P31644/8BHG_A.cif.pt
DB00794,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00794,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00794,P43681,embeddings/P43681/5KXI_A.cif.pt
DB00794,P36544,embeddings/P36544/5AFN_A.cif.pt
DB00794,P42262,embeddings/P42262/8I0B_A.cif.pt
DB00794,Q13002,embeddings/Q13002/5CMM_A.cif.pt
DB00795,Q9UNQ0,embeddings/Q9UNQ0/8QCM_A.cif.pt
DB00795,Q01201,embeddings/Q01201/8G8R_B.cif.pt
DB00795,Q04206,embeddings/Q04206/1NFI_A.cif.pt
DB00795,P09917,embeddings/P09917/7TTK_A.cif.pt
DB00795,P35354,embeddings/P35354/5F19_A.cif.pt
DB00795,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00795,P24752,embeddings/P24752/2IB8_A.cif.pt
DB00795,P04054,embeddings/P04054/3ELO_A.cif.pt
DB00795,O14920,embeddings/O14920/4KIK_A.cif.pt
DB00795,Q9UPY5,embeddings/Q9UPY5/7EPZ_B.cif.pt
DB00795,P19838,embeddings/P19838/8TQD_A.cif.pt
DB00795,Q00653,embeddings/Q00653/1A3Q_A.cif.pt
DB00795,O15111,embeddings/O15111/5EBZ_A.cif.pt
DB00795,P37231,embeddings/P37231/9F7W_A.cif.pt
DB00796,P30556,embeddings/P30556/6OS2_A.cif.pt
DB00797,P35348,embeddings/P35348/8THK_R.cif.pt
DB00797,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00797,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00797,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00797,P25021,embeddings/P25021/8YN3_R.cif.pt
DB00797,P18825,embeddings/P18825/6KUW_A.cif.pt
DB00797,P18089,embeddings/P18089/6K41_R.cif.pt
DB00798,P08164,embeddings/P08164/1KQP_A.cif.pt
DB00798,P00374,embeddings/P00374/1KMV_A.cif.pt
DB00799,P10276,embeddings/P10276/9GFE_A.cif.pt
DB00799,P28702,embeddings/P28702/7A78_A.cif.pt
DB00799,P13631,embeddings/P13631/1FCY_A.cif.pt
DB00799,P10826,embeddings/P10826/4DM6_A.cif.pt
DB00800,P21918,embeddings/P21918/8IRV_R.cif.pt
DB00800,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB00800,P35348,embeddings/P35348/8THK_R.cif.pt
DB00800,P18089,embeddings/P18089/6K41_R.cif.pt
DB00800,P18825,embeddings/P18825/6KUW_A.cif.pt
DB00800,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00801,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00801,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00802,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00804,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00804,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00804,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00805,P21397,embeddings/P21397/2Z5Y_A.cif.pt
DB00805,P41595,embeddings/P41595/4IB4_A.cif.pt
DB00805,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00805,P28335,embeddings/P28335/6BQH_A.cif.pt
DB00805,P22303,embeddings/P22303/4M0E_A.cif.pt
DB00805,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00805,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB00805,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00805,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00806,P29274,embeddings/P29274/5NM4_A.cif.pt
DB00806,P01375,embeddings/P01375/5UUI_A.cif.pt
DB00806,P21589,embeddings/P21589/6TVE_P.cif.pt
DB00806,P30542,embeddings/P30542/5UEN_A.cif.pt
DB00807,Q9Y5Y9,embeddings/Q9Y5Y9/7WE4_A.cif.pt
DB00808,P55017,embeddings/P55017/8FHQ_A.cif.pt
DB00808,P51787,embeddings/P51787/4V0C_A.cif.pt
DB00809,P08173,embeddings/P08173/5DSG_A.cif.pt
DB00809,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00809,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00809,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00810,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00811,P20839,embeddings/P20839/1JCN_A.cif.pt
DB00811,P12823,embeddings/P12823/4M9K_A.cif.pt
DB00811,P12268,embeddings/P12268/6I0M_A.cif.pt
DB00812,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00812,P35354,embeddings/P35354/5F19_A.cif.pt
DB00812,Q16647,embeddings/Q16647/3B6H_A.cif.pt
DB00813,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00813,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00813,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00813,P08183,embeddings/P08183/8Y6H_A.cif.pt
DB00814,P35354,embeddings/P35354/5F19_A.cif.pt
DB00814,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00815,P02768,embeddings/P02768/6YG9_A.cif.pt
DB00816,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00817,P11388,embeddings/P11388/1ZXM_A.cif.pt
DB00817,Q02880,embeddings/Q02880/7QFO_A.cif.pt
DB00817,P0AES6,embeddings/P0AES6/7P2M_A.cif.pt
DB00817,P0AFI2,embeddings/P0AFI2/1ZVT_A.cif.pt
DB00818,P47870,embeddings/P47870/6X3T_A.cif.pt
DB00818,P28472,embeddings/P28472/4COF_A.cif.pt
DB00818,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00818,P35499,embeddings/P35499/6AGF_A.cif.pt
DB00818,Q99250,embeddings/Q99250/6J8E_A.cif.pt
DB00819,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB00819,P00918,embeddings/P00918/3K34_A.cif.pt
DB00819,P22748,embeddings/P22748/3FW3_A.cif.pt
DB00819,O43570,embeddings/O43570/5MSA_A.cif.pt
DB00819,Q9ULX7,embeddings/Q9ULX7/5CJF_A.cif.pt
DB00819,P07451,embeddings/P07451/3UYQ_A.cif.pt
DB00819,P43166,embeddings/P43166/8Q3U_A.cif.pt
DB00819,P29972,embeddings/P29972/4CSK_A.cif.pt
DB00820,O76074,embeddings/O76074/1TBF_A.cif.pt
DB00821,P35354,embeddings/P35354/5F19_A.cif.pt
DB00821,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00822,P09172,embeddings/P09172/4ZEL_A.cif.pt
DB00822,P51648,embeddings/P51648/4QGK_A.cif.pt
DB00822,P05091,embeddings/P05091/1O04_A.cif.pt
DB00823,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00823,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00824,Q07343,embeddings/Q07343/4KP6_A.cif.pt
DB00824,P21589,embeddings/P21589/6TVE_P.cif.pt
DB00824,P29275,embeddings/P29275/8HDO_R.cif.pt
DB00824,P27815,embeddings/P27815/2QYK_A.cif.pt
DB00824,P30542,embeddings/P30542/5UEN_A.cif.pt
DB00824,P29274,embeddings/P29274/5NM4_A.cif.pt
DB00824,P0DMS8,embeddings/P0DMS8/8X17_R.cif.pt
DB00825,Q7Z2W7,embeddings/Q7Z2W7/8BDC_A.cif.pt
DB00825,O75762,embeddings/O75762/6V9V_A.cif.pt
DB00825,Q8NET8,embeddings/Q8NET8/8V6K_A.cif.pt
DB00825,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB00825,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00827,Q02880,embeddings/Q02880/7QFO_A.cif.pt
DB00827,P11388,embeddings/P11388/1ZXM_A.cif.pt
DB00828,P0A749,embeddings/P0A749/3KQJ_A.cif.pt
DB00829,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00829,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00830,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00830,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB00831,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00831,P0DP25,embeddings/P0DP25/6K67_B.cif.pt
DB00831,P0DP24,embeddings/P0DP24/5NIN_A.cif.pt
DB00831,P35348,embeddings/P35348/8THK_R.cif.pt
DB00831,P63316,embeddings/P63316/3SD6_A.cif.pt
DB00831,P26447,embeddings/P26447/4CFQ_A.cif.pt
DB00834,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00834,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00834,P07288,embeddings/P07288/2ZCH_P.cif.pt
DB00834,O75469,embeddings/O75469/9FZJ_A.cif.pt
DB00835,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00835,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00835,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00835,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00835,P08173,embeddings/P08173/5DSG_A.cif.pt
DB00835,P08912,embeddings/P08912/6OL9_A.cif.pt
DB00836,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00836,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00836,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00836,P01189,embeddings/P01189/4XNH_F.cif.pt
DB00837,O75899,embeddings/O75899/4MS4_B.cif.pt
DB00837,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00837,Q9UBS5,embeddings/Q9UBS5/4MS4_A.cif.pt
DB00838,P04054,embeddings/P04054/3ELO_A.cif.pt
DB00838,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00839,Q09428,embeddings/Q09428/7S5V_E.cif.pt
DB00841,P35348,embeddings/P35348/8THK_R.cif.pt
DB00841,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00841,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00841,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00842,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00842,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00843,P22303,embeddings/P22303/4M0E_A.cif.pt
DB00843,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00843,P06276,embeddings/P06276/6ZWI_A.cif.pt
DB00843,P29475,embeddings/P29475/6CID_A.cif.pt
DB00843,P98066,embeddings/P98066/2PF5_A.cif.pt
DB00843,P01584,embeddings/P01584/8RYS_A.cif.pt
DB00843,Q00653,embeddings/Q00653/1A3Q_A.cif.pt
DB00843,Q05586,embeddings/Q05586/9D37_A.cif.pt
DB00844,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00844,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00844,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00845,P37231,embeddings/P37231/9F7W_A.cif.pt
DB00845,P22001,embeddings/P22001/7SSX_A.cif.pt
DB00846,P11474,embeddings/P11474/3K6P_A.cif.pt
DB00846,O95718,embeddings/O95718/6LIT_A.cif.pt
DB00846,P62508,embeddings/P62508/6I65_A.cif.pt
DB00846,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00848,P32297,embeddings/P32297/6PV7_A.cif.pt
DB00848,P05186,embeddings/P05186/7YIW_A.cif.pt
DB00849,P47869,embeddings/P47869/9CRV_E.cif.pt
DB00849,P34903,embeddings/P34903/9CTP_D.cif.pt
DB00849,P48169,embeddings/P48169/7QN5_A.cif.pt
DB00849,P31644,embeddings/P31644/8BHG_A.cif.pt
DB00849,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00849,P43681,embeddings/P43681/5KXI_A.cif.pt
DB00849,P36544,embeddings/P36544/5AFN_A.cif.pt
DB00849,P42262,embeddings/P42262/8I0B_A.cif.pt
DB00849,Q13002,embeddings/Q13002/5CMM_A.cif.pt
DB00849,O75469,embeddings/O75469/9FZJ_A.cif.pt
DB00850,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00850,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB00851,Q14181,embeddings/Q14181/4Y97_A.cif.pt
DB00851,P52209,embeddings/P52209/4GWG_A.cif.pt
DB00852,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00852,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00852,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB00852,P35348,embeddings/P35348/8THK_R.cif.pt
DB00852,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00852,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00852,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00852,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00852,O95644,embeddings/O95644/5SVE_C.cif.pt
DB00852,P01375,embeddings/P01375/5UUI_A.cif.pt
DB00852,P19838,embeddings/P19838/8TQD_A.cif.pt
DB00852,P60568,embeddings/P60568/8SOZ_A.cif.pt
DB00854,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00854,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00854,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00855,P50336,embeddings/P50336/3NKS_A.cif.pt
DB00855,P13716,embeddings/P13716/1PV8_A.cif.pt
DB00858,P10275,embeddings/P10275/8E1A_A.cif.pt
DB00860,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00861,P35354,embeddings/P35354/5F19_A.cif.pt
DB00861,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00862,O76074,embeddings/O76074/1TBF_A.cif.pt
DB00862,P18545,embeddings/P18545/3JWR_C.cif.pt
DB00863,P25021,embeddings/P25021/8YN3_R.cif.pt
DB00863,P22303,embeddings/P22303/4M0E_A.cif.pt
DB00864,Q08209,embeddings/Q08209/4F0Z_A.cif.pt
DB00864,P62942,embeddings/P62942/2PPN_A.cif.pt
DB00865,Q05940,embeddings/Q05940/8JSW_A.cif.pt
DB00865,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00865,P35348,embeddings/P35348/8THK_R.cif.pt
DB00865,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB00866,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00866,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00866,P08908,embeddings/P08908/8PJK_R.cif.pt
DB00866,P13945,embeddings/P13945/9IJE_R.cif.pt
DB00867,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00867,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00867,Q12791,embeddings/Q12791/6V5A_A.cif.pt
DB00867,P98194,embeddings/P98194/7YAG_A.cif.pt
DB00867,Q15746,embeddings/Q15746/5JQA_B.cif.pt
DB00868,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00869,P00918,embeddings/P00918/3K34_A.cif.pt
DB00869,P22748,embeddings/P22748/3FW3_A.cif.pt
DB00869,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB00869,P07451,embeddings/P07451/3UYQ_A.cif.pt
DB00870,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00870,P35354,embeddings/P35354/5F19_A.cif.pt
DB00871,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00871,P13945,embeddings/P13945/9IJE_R.cif.pt
DB00871,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00872,P37288,embeddings/P37288/1YTV_M.cif.pt
DB00872,P30518,embeddings/P30518/7DW9_R.cif.pt
DB14596,P11474,embeddings/P11474/3K6P_A.cif.pt
DB14596,O95718,embeddings/O95718/6LIT_A.cif.pt
DB14596,P62508,embeddings/P62508/6I65_A.cif.pt
